2025-06-10 13:48:12,534 INFO    StreamThr :1890477 [internal.py:wandb_internal():86] W&B internal server running at pid: 1890477, started at: 2025-06-10 13:48:12.534001
2025-06-10 13:48:12,535 DEBUG   HandlerThread:1890477 [handler.py:handle_request():146] handle_request: status
2025-06-10 13:48:12,537 INFO    WriterThread:1890477 [datastore.py:open_for_write():87] open: /home/ra78lof/consulting_pro/OneFormer/wandb/run-20250610_134812-veeb3j5l/run-veeb3j5l.wandb
2025-06-10 13:48:12,537 DEBUG   SenderThread:1890477 [sender.py:send():379] send: header
2025-06-10 13:48:12,540 DEBUG   SenderThread:1890477 [sender.py:send():379] send: run
2025-06-10 13:48:13,090 INFO    SenderThread:1890477 [dir_watcher.py:__init__():211] watching files in: /home/ra78lof/consulting_pro/OneFormer/wandb/run-20250610_134812-veeb3j5l/files
2025-06-10 13:48:13,091 INFO    SenderThread:1890477 [sender.py:_start_run_threads():1124] run started: veeb3j5l with start time 1749563292.533953
2025-06-10 13:48:13,096 DEBUG   HandlerThread:1890477 [handler.py:handle_request():146] handle_request: check_version
2025-06-10 13:48:13,096 DEBUG   SenderThread:1890477 [sender.py:send_request():406] send_request: check_version
2025-06-10 13:48:13,164 DEBUG   HandlerThread:1890477 [handler.py:handle_request():146] handle_request: run_start
2025-06-10 13:48:13,175 DEBUG   HandlerThread:1890477 [system_info.py:__init__():26] System info init
2025-06-10 13:48:13,175 DEBUG   HandlerThread:1890477 [system_info.py:__init__():41] System info init done
2025-06-10 13:48:13,175 INFO    HandlerThread:1890477 [system_monitor.py:start():194] Starting system monitor
2025-06-10 13:48:13,175 INFO    SystemMonitor:1890477 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-06-10 13:48:13,175 INFO    HandlerThread:1890477 [system_monitor.py:probe():214] Collecting system info
2025-06-10 13:48:13,175 INFO    SystemMonitor:1890477 [interfaces.py:start():190] Started cpu monitoring
2025-06-10 13:48:13,176 INFO    SystemMonitor:1890477 [interfaces.py:start():190] Started disk monitoring
2025-06-10 13:48:13,177 INFO    SystemMonitor:1890477 [interfaces.py:start():190] Started gpu monitoring
2025-06-10 13:48:13,177 INFO    SystemMonitor:1890477 [interfaces.py:start():190] Started memory monitoring
2025-06-10 13:48:13,178 INFO    SystemMonitor:1890477 [interfaces.py:start():190] Started network monitoring
2025-06-10 13:48:13,189 DEBUG   HandlerThread:1890477 [system_info.py:probe():150] Probing system
2025-06-10 13:48:13,191 DEBUG   HandlerThread:1890477 [system_info.py:_probe_git():135] Probing git
2025-06-10 13:48:13,196 DEBUG   HandlerThread:1890477 [system_info.py:_probe_git():143] Probing git done
2025-06-10 13:48:13,196 DEBUG   HandlerThread:1890477 [system_info.py:probe():198] Probing system done
2025-06-10 13:48:13,196 DEBUG   HandlerThread:1890477 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-44-generic-x86_64-with-glibc2.38', 'python': '3.11.0', 'heartbeatAt': '2025-06-10T13:48:13.189780', 'startedAt': '2025-06-10T13:48:12.530572', 'docker': None, 'cuda': None, 'args': ('--num-gpus', '1', '--config-file', 'configs/ceiling_painting/swin/oneformer_swin_large_bs2_10ep.yaml', 'OUTPUT_DIR', 'outputs/ceiling_swin_large', 'WANDB.NAME', 'ceiling_swin_large'), 'state': 'running', 'program': '/home/ra78lof/consulting_pro/OneFormer/train_net.py', 'codePathLocal': 'train_net.py', 'codePath': 'train_net.py', 'git': {'remote': 'https://github.com/SHI-Labs/OneFormer', 'commit': '4962ef6a96ffb76a76771bfa3e8b3587f209752b'}, 'email': 'yecanlee@yahoo.com', 'root': '/home/ra78lof/consulting_pro/OneFormer', 'host': 'LMMISTA-biostat', 'username': 'ra78lof', 'executable': '/home/ra78lof/anaconda3/envs/fcclip/bin/python', 'cpu_count': 16, 'cpu_count_logical': 32, 'cpu_freq': {'current': 2772.7614999999996, 'min': 2200.0, 'max': 3400.0}, 'cpu_freq_per_core': [{'current': 3600.144, 'min': 2200.0, 'max': 3400.0}, {'current': 2852.721, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}, {'current': 2457.242, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}, {'current': 3477.744, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}, {'current': 2934.178, 'min': 2200.0, 'max': 3400.0}, {'current': 2879.971, 'min': 2200.0, 'max': 3400.0}, {'current': 3595.038, 'min': 2200.0, 'max': 3400.0}, {'current': 3602.982, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}, {'current': 2800.0, 'min': 2200.0, 'max': 3400.0}, {'current': 3589.264, 'min': 2200.0, 'max': 3400.0}, {'current': 4460.285, 'min': 2200.0, 'max': 3400.0}, {'current': 3605.329, 'min': 2200.0, 'max': 3400.0}, {'current': 2800.0, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}, {'current': 2818.153, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}, {'current': 3400.0, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}, {'current': 3400.0, 'min': 2200.0, 'max': 3400.0}, {'current': 3400.0, 'min': 2200.0, 'max': 3400.0}, {'current': 3400.0, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}], 'disk': {'/': {'total': 1759.3491401672363, 'used': 798.1683120727539}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 62.70907211303711}}
2025-06-10 13:48:13,196 INFO    HandlerThread:1890477 [system_monitor.py:probe():224] Finished collecting system info
2025-06-10 13:48:13,196 INFO    HandlerThread:1890477 [system_monitor.py:probe():227] Publishing system info
2025-06-10 13:48:13,196 DEBUG   HandlerThread:1890477 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2025-06-10 13:48:14,091 INFO    Thread-12 :1890477 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ra78lof/consulting_pro/OneFormer/wandb/run-20250610_134812-veeb3j5l/files/conda-environment.yaml
2025-06-10 13:48:14,714 DEBUG   HandlerThread:1890477 [system_info.py:_save_conda():222] Saving conda packages done
2025-06-10 13:48:14,714 DEBUG   HandlerThread:1890477 [system_info.py:_save_code():44] Saving code
2025-06-10 13:48:14,716 DEBUG   HandlerThread:1890477 [system_info.py:_save_code():65] Saving code done
2025-06-10 13:48:14,716 DEBUG   HandlerThread:1890477 [system_info.py:_save_patches():82] Saving git patches
