2025-06-10 13:44:22,390 INFO    StreamThr :1890036 [internal.py:wandb_internal():86] W&B internal server running at pid: 1890036, started at: 2025-06-10 13:44:22.390252
2025-06-10 13:44:22,392 DEBUG   HandlerThread:1890036 [handler.py:handle_request():146] handle_request: status
2025-06-10 13:44:22,393 INFO    WriterThread:1890036 [datastore.py:open_for_write():87] open: /home/ra78lof/consulting_pro/OneFormer/wandb/run-20250610_134422-5y8vfp6q/run-5y8vfp6q.wandb
2025-06-10 13:44:22,393 DEBUG   SenderThread:1890036 [sender.py:send():379] send: header
2025-06-10 13:44:22,395 DEBUG   SenderThread:1890036 [sender.py:send():379] send: run
2025-06-10 13:44:22,972 INFO    SenderThread:1890036 [dir_watcher.py:__init__():211] watching files in: /home/ra78lof/consulting_pro/OneFormer/wandb/run-20250610_134422-5y8vfp6q/files
2025-06-10 13:44:22,972 INFO    SenderThread:1890036 [sender.py:_start_run_threads():1124] run started: 5y8vfp6q with start time 1749563062.390096
2025-06-10 13:44:22,982 DEBUG   HandlerThread:1890036 [handler.py:handle_request():146] handle_request: check_version
2025-06-10 13:44:22,982 DEBUG   SenderThread:1890036 [sender.py:send_request():406] send_request: check_version
2025-06-10 13:44:23,052 DEBUG   HandlerThread:1890036 [handler.py:handle_request():146] handle_request: run_start
2025-06-10 13:44:23,063 DEBUG   HandlerThread:1890036 [system_info.py:__init__():26] System info init
2025-06-10 13:44:23,063 DEBUG   HandlerThread:1890036 [system_info.py:__init__():41] System info init done
2025-06-10 13:44:23,063 INFO    HandlerThread:1890036 [system_monitor.py:start():194] Starting system monitor
2025-06-10 13:44:23,064 INFO    SystemMonitor:1890036 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-06-10 13:44:23,064 INFO    HandlerThread:1890036 [system_monitor.py:probe():214] Collecting system info
2025-06-10 13:44:23,064 INFO    SystemMonitor:1890036 [interfaces.py:start():190] Started cpu monitoring
2025-06-10 13:44:23,065 INFO    SystemMonitor:1890036 [interfaces.py:start():190] Started disk monitoring
2025-06-10 13:44:23,065 INFO    SystemMonitor:1890036 [interfaces.py:start():190] Started gpu monitoring
